file,class_name,x,y
infinity_pseudo.npy,infinity,-9.426273477094155,2.64972844955879
infinity_pseudo.npy,infinity,5.417379288087195,11.471089111978687
infinity_pseudo.npy,infinity,-16.936454842088814,-11.607501612648738
infinity_pseudo.npy,infinity,-16.953551690426583,-7.305061220708229
infinity_pseudo.npy,infinity,-5.084676653271455,-1.8493657176913283
infinity_pseudo.npy,infinity,-13.099687680670703,-2.0876442023552095
infinity_pseudo.npy,infinity,9.376327830214903,-4.197509309427158
infinity_pseudo.npy,infinity,-16.257695949619293,-9.428460322315443
infinity_pseudo.npy,infinity,-48.220051083670135,1.2968895304070862
infinity_pseudo.npy,infinity,-15.074526960896486,-1.8206859792946242
infinity_pseudo.npy,infinity,0.038296199668801184,7.4966434744419415
infinity_pseudo.npy,infinity,-2.1835677648204714,-0.6899732483000474
infinity_pseudo.npy,infinity,-16.562061524493128,-4.016571618218378
infinity_pseudo.npy,infinity,-16.553592455670373,-14.147102601749186
infinity_pseudo.npy,infinity,10.950554672111755,16.813940127445193
infinity_pseudo.npy,infinity,-4.1518184639612095,3.6657556500160395
infinity_pseudo.npy,infinity,-13.910606888281098,-1.0044475789365577
infinity_pseudo.npy,infinity,18.353374209103286,19.290956728282982
infinity_pseudo.npy,infinity,-36.25433167085928,16.288790224458392
infinity_pseudo.npy,infinity,-0.7680774347114565,-5.105165688915198
infinity_pseudo.npy,infinity,21.992758270538424,25.3248920604727
infinity_pseudo.npy,infinity,-5.6546347387976414,4.607170222193583
infinity_pseudo.npy,infinity,22.308326632391243,25.127846902637124
infinity_pseudo.npy,infinity,-27.811666350891564,0.4384163063410941
infinity_pseudo.npy,infinity,-18.588348952988877,-5.492149188883041
infinity_pseudo.npy,infinity,-18.142054543709815,-9.612452003000005
infinity_pseudo.npy,infinity,-16.57832309199473,-1.1092903094472384
infinity_pseudo.npy,infinity,-15.117793934671134,-1.4015716159183116
infinity_pseudo.npy,infinity,-13.319144707842579,-6.479062162483475
infinity_pseudo.npy,infinity,-13.006548418568425,9.352271047204992
infinity_pseudo.npy,infinity,-29.425854112601705,22.586339140328207
infinity_pseudo.npy,infinity,-0.8383491371859,14.6885620484944
infinity_pseudo.npy,infinity,-15.973480615298165,-1.6604386006767664
infinity_pseudo.npy,infinity,-11.399065599774866,-3.0691963855108133
infinity_pseudo.npy,infinity,18.632511027041826,22.786467212574415
infinity_pseudo.npy,infinity,-14.813056361272276,9.539114556784122
infinity_pseudo.npy,infinity,-18.95283293775199,-6.819194380099983
